Lower,Upper,Obs
0.9834235431760895,1.664235600152577,1.2619181
1.2790772430387458,2.057764966240791,1.2360591
0.990043420710284,1.6818714062788898,1.1843411
2.389326630330106,3.082732574009875,2.4152284
1.62866754054177,2.3414816086972934,1.7325513
0.07749950592926863,0.7711196689535009,0.20687181
1.6543053115312276,2.338610240727264,1.7015206
-0.3022141770413663,0.34447808664297275,0.01034359
0.6537703310275682,1.356920183626353,0.72922313
1.9156868093565018,2.583537025813767,2.022172
0.28308828220891274,0.9803502238578865,0.5378667
0.3495676762995367,1.0232336145701761,0.6516462
0.5694782288658102,1.280203936173893,1.0447026
0.48048292253897606,1.1702609835119446,0.77059746
0.43665348465519155,1.095335677432249,0.9671257
0.7713994153069769,1.4708116776642886,1.463618
2.1580836267507073,2.8561786410772805,2.1359513
0.4059045237454753,1.1133309883919378,0.68784875
0.423012752675509,1.143503296351934,0.35168207
-0.2876129713274259,0.3557358559297118,0.02068718
-0.21164308807525448,0.43599556128393524,0.103435904
2.02623665771353,2.7374417625917227,2.3273077
0.3418099862568279,1.0097662542529204,0.70336413
-0.16184483539919176,0.4924880393431596,0.103435904
-0.18941597488792217,0.45579445342989244,0.16032565
0.21102203558354482,0.9064580951038113,0.54821026
0.3147793692079616,0.9848823929699826,0.25341797
1.17249218974284,1.8340895879490013,1.4998206
0.39464140675867293,1.0732691878834892,0.7654257
0.347986398780573,1.0718782399056073,0.6257872
1.1218920249264965,1.9008981124836672,2.3014488
-0.27307880365251397,0.3729254789059872,0.07240513
1.669805250471593,2.3828030755164615,2.6221
1.2969837353671267,1.9849547333871649,1.2929487
0.2479200333607497,0.9677000756013094,0.4240872
0.4669666401934692,1.1284080299544268,0.7912847
1.9327737214783933,2.6505538639803623,1.9497668
0.5548844483329962,1.2343187661633779,0.85334617
2.1804669908695997,2.896849807102126,2.9220643
0.09211067047479843,0.7494541826271703,0.38788465
1.5573179390153742,2.2378901350774907,1.6498027
-0.2743084825815045,0.372893240423628,0.036202565
1.2653593315704166,1.9343061828987302,1.6704898
-0.2794890517220304,0.37259170686830145,0.005171795
0.50957192506247,1.2130909854585605,0.5585539
-0.3022140672045356,0.34257475551092686,0.01034359
1.0308221046860475,1.7114188224141342,1.1481385
0.08698329676457922,0.7493580236904951,0.43960258
0.903485626503979,1.5728319400100361,1.2774334
0.2988320411901686,0.9698506942529466,0.7757693
0.05384884058719641,0.7191793767666617,0.43443078
-0.2607394512113587,0.38611410894565595,0.025858976
1.2637706648098872,1.9287267447722507,1.867018
-0.2336167182405573,0.4131400688146335,0.02068718
1.5150282404175357,2.2218419884690688,1.3705257
0.5460673795600726,1.2063850505689786,0.92057955
-0.25694635622977535,0.3889202247376673,0.01034359
1.384594690840952,2.068085403639562,1.7273796
1.0225547887199076,1.6878382230884879,1.0964205
0.7488406895421421,1.4882606534339513,1.6187719
2.5411961810553647,3.2334544298684023,3.5478516
-0.29360622909444695,0.3521819799110604,0.03103077
0.09516979067667819,0.7771362073655477,0.22755899
1.4551386585454906,2.1466753294248617,1.463618
-0.29464644305816,0.3494571271700606,0.01034359
-0.24748194719633076,0.3987155803979001,0.03103077
1.2612454583944301,1.9372202130256673,1.7480668
0.13617915209893489,0.8016845265352319,0.5430385
2.0387328134837315,2.7165776263413264,2.373854
1.9915033102242492,2.733355596044824,1.8153001
0.22460928215904585,0.8752660271667089,0.4085718
1.461555429300939,2.1501263271954905,2.2083566
0.24458822105103722,0.9054742266756892,0.72922313
0.26902245627450394,0.9581307513330634,0.6102718
2.3572486218511237,3.0672610312403066,2.772082
-0.25811326448648325,0.3887734959091162,0.06206154
-0.24054119648086697,0.421450591454756,0.04137436
0.2573754599937936,0.9455944356670836,0.4189154
1.5527179447383639,2.235952988985086,2.1256077
-0.13607759595149688,0.5114154578023546,0.20687181
0.09207289261857793,0.7979413341318928,0.19135642
0.9061187478028963,1.6316914584017566,2.0273438
