"Lower","Upper","Obs"
0.902393773198128,1.10097062885761,1.0921077
0.892374178767204,1.09095103442669,0.9774308
0.899587613344192,1.09816446900368,0.9482038
0.871603459119797,1.07018031477928,1.0075502
0.893961173295975,1.09253802895546,0.9948331
0.888928592205048,1.08750544786453,1.009112
0.903923326730728,1.10250018239021,0.9049211
0.894662696123123,1.09323955178261,0.98256224
0.889039227366447,1.08761608302593,0.95021176
0.902498227357864,1.10107508301735,1.01759
0.881743955612183,1.08032081127167,0.92879355
0.880359613895416,1.0789364695549,0.9642675
0.899989566206932,1.09856642186642,0.9544508
0.919856649637222,1.11843350529671,0.96248263
0.903239271044731,1.10181612670422,0.97653836
0.893270543217659,1.09184739887714,0.96538305
0.903451856970787,1.10202871263027,1.0240601
0.89169155061245,1.09026840627193,1.0066578
0.886162102222443,1.08473895788193,1.0903229
0.880408617854118,1.0789854735136,0.9145147
0.897669070959091,1.09624592661858,1.0497174
0.895118153095245,1.09369500875473,1.0604265
0.900557509064674,1.09913436472416,1.1086175
0.895292350649834,1.09386920630932,1.036331
0.880020189285278,1.07859704494476,1.0552951
0.894167351722717,1.0927442073822,0.95043486
0.88783472776413,1.08641158342361,0.91272986
0.898146367073059,1.09672322273254,0.94865006
0.887761354446411,1.0863382101059,1.009112
0.894489294290543,1.09306614995003,1.0552951
0.903662648797035,1.10223950445652,1.0307534
0.88749623298645,1.08607308864594,1.1164263
0.897517997026444,1.09609485268593,1.1106255
0.882323396205902,1.08090025186539,0.96047467
0.886802104115486,1.08537895977497,0.96225953
0.907233634591103,1.10581049025059,1.1119642
0.894876882433891,1.09345373809338,1.074036
0.884434968233109,1.08301182389259,0.92990905
0.923495396971703,1.12207225263119,1.1208885
0.889197313785553,1.08777416944504,0.9145147
0.906126838922501,1.10470369458199,1.0564106
0.919906625151634,1.11848348081112,1.0184824
0.920819312334061,1.11939616799355,0.969399
0.880592340230942,1.07916919589043,0.93526363
0.891841301321983,1.09041815698147,1.0365541
0.876797911524773,1.07537476718426,1.009112
0.90168192088604,1.10025877654552,0.9435186
0.885838398337364,1.08441525399685,0.9689528
0.906353297829628,1.10493015348911,1.0079964
0.891066274046898,1.08964312970638,1.0586417
0.890686640143394,1.08926349580288,1.0666735
0.883807808160782,1.08238466382027,0.9805543
0.907488951086998,1.10606580674648,0.9479807
0.908692607283592,1.10726946294308,1.0046499
0.898705640435219,1.0972824960947,1.021606
0.879156279563904,1.07773313522339,1.1025937
0.893569591641426,1.09214644730091,1.0486019
0.894431513547897,1.09300836920738,0.94463414
0.906513324379921,1.10509018003941,1.0461477
0.905802273750305,1.10437912940979,0.92366207
0.899457824230194,1.09803467988968,1.0490481
0.892148074507713,1.0907249301672,0.90916014
0.881136205792427,1.07971306145191,0.97073764
0.885748544335365,1.08432539999485,0.9310246
0.900219109654427,1.09879596531391,1.1206653
0.88563389480114,1.08421075046062,1.0387852
0.894989982247353,1.09356683790684,1.0771595
0.889855256676674,1.08843211233616,1.01112
0.889364206790924,1.08794106245041,0.92879355
0.897203940153122,1.09578079581261,1.0124586
0.889410179853439,1.08798703551292,1.0287454
0.897968566417694,1.09654542207718,1.0352155
0.889221373200417,1.0877982288599,0.9343712
0.889692360162735,1.08826921582222,1.0108968
0.904536867141724,1.10311372280121,1.0416856
0.900716653466225,1.09929350912571,1.0158051
0.890615299344063,1.08919215500355,1.0039805
0.907137626409531,1.10571448206902,1.0294147
0.877435433864594,1.07601228952408,0.931917
0.884065619111061,1.08264247477055,0.904698
0.884232184290886,1.08280903995037,1.0660042
0.911397030949593,1.10997388660908,1.0332075
0.886897647380829,1.08547450304031,1.0994703
0.903759923577309,1.10233677923679,1.0521716
0.878853014111519,1.077429869771,0.93548673
0.896394723653793,1.09497157931328,1.0483788
0.890681686997414,1.0892585426569,0.95980537
0.904806140065193,1.10338299572468,0.94017196
0.890417912602425,1.08899476826191,0.9937176
0.890804412961006,1.08938126862049,0.9680603
0.883482551574707,1.08205940723419,1.0106738
0.905357772111893,1.10393462777138,0.984124
0.873662516474724,1.07223937213421,0.9961718
0.900820830464363,1.09939768612385,0.99104035
0.895005053281784,1.09358190894127,0.96560615
0.893368637561798,1.09194549322128,1.01112
0.900400641560555,1.09897749722004,1.0588648
0.902871835231781,1.10144869089127,0.96649855
0.890635070204735,1.08921192586422,0.97096074
0.912205746769905,1.11078260242939,1.0648887
0.887034887075424,1.08561174273491,1.0979085
0.897491517663002,1.09606837332249,0.99126345
0.886873838305473,1.08545069396496,1.042355
0.888920301198959,1.08749715685844,1.1402987
0.883506560325623,1.08208341598511,1.0296378
0.889576390385628,1.08815324604511,1.0260681
0.887556210160255,1.08613306581974,0.90893704
0.893556514382362,1.09213337004185,1.0430242
0.904055881500244,1.10263273715973,1.0838528
0.884353703260422,1.08293055891991,1.1289203
0.882484576106071,1.08106143176556,0.94619584
0.899099463224411,1.0976763188839,1.0838528
0.874900764226913,1.0734776198864,0.9473114
0.900473847985268,1.09905070364475,1.1472151
0.893678656220436,1.09225551187992,1.0345461
0.900940489768982,1.09951734542847,0.94017196
0.892089864611626,1.09066672027111,1.0416856
0.893364527821541,1.09194138348103,0.97519976
0.897112637758255,1.09568949341774,1.0441397
0.896653863787651,1.09523071944714,0.9575743
0.880244708061218,1.0788215637207,0.94641894
0.874347853660584,1.07292470932007,0.9776539
0.902851375937462,1.10142823159695,0.95958227
0.870046710968018,1.0686235666275,0.9017976
0.884074985980988,1.08265184164047,1.0100044
0.89107957482338,1.08965643048286,1.0318688
0.900895801186562,1.09947265684605,0.9415106
0.884585437178612,1.0831622928381,0.96047467
0.900561428070068,1.09913828372955,0.9606978
0.89701514840126,1.09559200406075,1.0506098
0.889033234119415,1.0876100897789,0.9328095
0.8965954631567,1.09517231881619,1.1121873
0.907021027803421,1.10559788346291,0.9513273
0.911877357959747,1.11045421361923,0.9341481
0.893517801165581,1.09209465682507,0.8899729
0.902828001976013,1.1014048576355,0.98680127
0.919214817881584,1.11779167354107,0.94039506
0.898332783579826,1.09690963923931,0.9468652
0.897636651992798,1.09621350765228,0.90849084
0.913018187880516,1.11159504354,1.1068327
0.875460347533226,1.07403720319271,1.1124104
0.904510071873665,1.10308692753315,1.1217809
0.885084483027458,1.08366133868694,1.011343
0.902224552631378,1.10080140829086,1.0305302
0.898411825299263,1.09698868095875,1.0131279
0.893835347890854,1.09241220355034,0.9475345
0.884163925051689,1.08274078071117,0.9963949
0.903472864627838,1.10204972028732,0.98523957
0.884855419397354,1.08343227505684,0.944411
0.898540306091309,1.09711716175079,0.9897017
0.889881485700607,1.08845834136009,0.9990722
0.898516771197319,1.0970936268568,0.97274554
0.891920027136803,1.09049688279629,1.1340518
0.87910441160202,1.07768126726151,1.0347693
0.889860263466835,1.08843711912632,1.0361079
0.894000911712647,1.09257776737213,1.0744822
0.881954833865166,1.08053168952465,0.8848415
0.900020796060562,1.09859765172005,1.0782751
0.897302398085594,1.09587925374508,0.9209848
0.898222520947456,1.09679937660694,1.103263
0.881424143910408,1.08000099956989,0.93950266
0.885509690642357,1.08408654630184,0.8895267
0.895264226198196,1.09384108185768,1.0878687
0.897571754455566,1.09614861011505,0.92879355
0.889584079384804,1.08816093504429,0.99148655
0.889401936531067,1.08797879219055,0.9265625
0.908534103631973,1.10711095929146,0.97676146
0.896020320057869,1.09459717571735,1.0184824
0.883793374896049,1.08237023055553,1.0892073
0.898259779810905,1.09683663547039,1.0256219
0.895242917537689,1.09381977319717,0.9745304
