Lower,Upper,Obs
0.8887996269464493,1.0667308547496794,1.0921077
0.9132291674017907,1.0911603952050208,0.9774308
0.9224390021562576,1.1003702299594877,0.9482038
0.8651496457457544,1.0430808735489845,1.0075502
0.9221601210832597,1.1000913488864899,0.9948331
0.9024586808085442,1.0803899086117743,1.009112
0.9135182960033417,1.0914495238065718,0.9049211
0.9141559455990793,1.0920871734023094,0.98256224
0.883503524541855,1.061434752345085,0.95021176
0.896220397412777,1.074151625216007,1.01759
0.9449230384826661,1.1228542662858962,0.92879355
0.861369544863701,1.0393007726669312,0.9642675
0.9098142845630647,1.0877455123662947,0.9544508
0.9138888837695123,1.0918201115727424,0.96248263
0.8911246367692949,1.069055864572525,0.97653836
0.9090300620794297,1.0869612898826597,0.96538305
0.8709740664362908,1.048905294239521,1.0240601
0.8922484133839608,1.0701796411871909,1.0066578
0.8813965001106263,1.0593277279138564,1.0903229
0.8658388161063195,1.0437700439095496,0.9145147
0.9290418417453767,1.1069730695486069,1.0497174
0.9198413798213005,1.0977726076245307,1.0604265
0.9615957958698274,1.1395270236730575,1.1086175
0.9489211129546167,1.1268523407578468,1.036331
0.8999322184324265,1.0778634462356567,1.0552951
0.8958071914315224,1.0737384192347526,0.95043486
0.8745201295018197,1.0524513573050498,0.91272986
0.8785298166275025,1.0564610444307325,0.94865006
0.8967982371449471,1.0747294649481773,1.009112
0.9398580675721169,1.117789295375347,1.0552951
0.9289265049099924,1.1068577327132225,1.0307534
0.9338799276947976,1.1118111554980277,1.1164263
0.9390294553637506,1.1169606831669807,1.1106255
0.8865817261934281,1.0645129539966582,0.96047467
0.8791582952737809,1.057089523077011,0.96225953
0.93466793268919,1.1125991604924201,1.1119642
0.9228785250782967,1.1008097528815268,1.074036
0.8793765050172807,1.0573077328205107,0.92990905
0.9321370009183885,1.1100682287216186,1.1208885
0.8675038669705392,1.0454350947737692,0.9145147
0.942511026620865,1.120442254424095,1.0564106
0.936243963599205,1.1141751914024351,1.0184824
0.9047876864075661,1.0827189142107962,0.969399
0.9054679336547853,1.0833991614580154,0.93526363
0.8922394948601724,1.0701707226634025,1.0365541
0.9352062868475914,1.1131375146508216,1.009112
0.8583999999761582,1.0363312277793884,0.9435186
0.8907957679629327,1.0687269957661627,0.9689528
0.9340883001685143,1.1120195279717444,1.0079964
0.928105469584465,1.1060366973876952,1.0586417
0.9074239226579667,1.0853551504611967,1.0666735
0.8923479138612748,1.0702791416645048,0.9805543
0.8882994297146798,1.06623065751791,0.9479807
0.8672624647021294,1.0451936925053595,1.0046499
0.916626410484314,1.0945576382875442,1.021606
0.9300079032778741,1.1079391310811042,1.1025937
0.9314889066219332,1.1094201344251633,1.0486019
0.9239034876823427,1.1018347154855728,0.94463414
0.9462123625278474,1.1241435903310775,1.0461477
0.9355322616696358,1.1134634894728659,0.92366207
0.9101127974987031,1.0880440253019332,1.0490481
0.9151554572582246,1.0930866850614547,0.90916014
0.9461079649925233,1.1240391927957534,0.97073764
0.8771016923785211,1.0550329201817512,0.9310246
0.9095713242292405,1.0875025520324706,1.1206653
0.9310270692706109,1.108958297073841,1.0387852
0.9028241289854051,1.0807553567886352,1.0771595
0.9232624805569649,1.101193708360195,1.01112
